The Square Wave,,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'square wave', 'count': 1, 'forms': [{'start_char': 4, 'form': 'Square Wave', 'end_char': 15}], 'relevance': 1.0}]"
"\begin{equation*}s(t) = \begin{cases}
   1 &   \text{for } 0\leq t < \frac{1}{2} T_0\\
   0 &   \text{for } \frac{1}{2} T_0 \leq t \leq   T_0
  \end{cases}\end{equation*}",,False,"[{'tag_name': 'ASPECT', 'parsed_value': 't_0', 'count': 1, 'forms': [{'start_char': 140, 'form': 'T_0', 'end_char': 143}], 'relevance': 0.5227241015616192}, {'tag_name': 'ASPECT', 'parsed_value': '\\frac{1}{2', 'count': 2, 'forms': [{'start_char': 70, 'form': '\\frac{1}{2', 'end_char': 80}, {'start_char': 110, 'form': '\\frac{1}{2', 'end_char': 120}], 'relevance': 0.4313168600853291}, {'tag_name': 'ASPECT', 'parsed_value': 't_0 \\leq t \\leq', 'count': 1, 'forms': [{'start_char': 122, 'form': 'T_0 \\leq t \\leq', 'end_char': 137}], 'relevance': 0.43075362098454556}, {'tag_name': 'ASPECT', 'parsed_value': '\\text{for', 'count': 2, 'forms': [{'start_char': 48, 'form': '\\text{for', 'end_char': 57}, {'start_char': 98, 'form': '\\text{for', 'end_char': 107}], 'relevance': 0.33459972532309123}, {'tag_name': 'ASPECT', 'parsed_value': '\\begin{case', 'count': 1, 'forms': [{'start_char': 24, 'form': '\\begin{cases', 'end_char': 36}], 'relevance': 0.29515752000756523}, {'tag_name': 'ASPECT', 'parsed_value': 't_0\\\\', 'count': 1, 'forms': [{'start_char': 82, 'form': 'T_0\\\\', 'end_char': 87}], 'relevance': 0.2669837297536544}]"
"<h3>The Square Wave</h3>

 The simplest example to consider is the periodic square wave,
 
 which is defined for one cycle by
 <div id=""eq-square_wave"" class=""bookEquation"">\begin{equation*}s(t) = \begin{cases}
   1 &   \text{for } 0\leq t < \frac{1}{2} T_0\\
   0 &   \text{for } \frac{1}{2} T_0 \leq t \leq   T_0
  \end{cases}\end{equation*}</div>
 Figure~<a class=""flink bkimg"" ref=""fig-sq-wave-plot"">&#8251;</a> shows a plot of this signal which is
 called a 50% duty cycle square wave because it is off (equal to zero) during
 half of its period.",,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'square wave', 'count': 1, 'forms': [{'start_char': 488, 'form': 'square wave', 'end_char': 499}], 'relevance': 1.0}, {'tag_name': 'ASPECT', 'parsed_value': '\\frac{1}{2', 'count': 2, 'forms': [{'start_char': 248, 'form': '\\frac{1}{2', 'end_char': 258}, {'start_char': 288, 'form': '\\frac{1}{2', 'end_char': 298}], 'relevance': 0.4313168600853291}, {'tag_name': 'ASPECT', 'parsed_value': 't_0 \\leq t \\leq', 'count': 1, 'forms': [{'start_char': 300, 'form': 'T_0 \\leq t \\leq', 'end_char': 315}], 'relevance': 0.43075362098454556}, {'tag_name': 'ASPECT', 'parsed_value': '\\text{for', 'count': 2, 'forms': [{'start_char': 226, 'form': '\\text{for', 'end_char': 235}, {'start_char': 276, 'form': '\\text{for', 'end_char': 285}], 'relevance': 0.33459972532309123}, {'tag_name': 'ASPECT', 'parsed_value': 'class=""flink bkimg', 'count': 1, 'forms': [{'start_char': 370, 'form': 'class=""flink bkimg', 'end_char': 388}], 'relevance': 0.3097667119258548}, {'tag_name': 'ASPECT', 'parsed_value': 'signal', 'count': 1, 'forms': [{'start_char': 446, 'form': 'signal', 'end_char': 452}], 'relevance': 0.3091434076136966}, {'tag_name': 'ASPECT', 'parsed_value': 'h3', 'count': 1, 'forms': [{'start_char': 1, 'form': 'h3', 'end_char': 3}], 'relevance': 0.2988977911368622}, {'tag_name': 'ASPECT', 'parsed_value': 'square wave</h3', 'count': 1, 'forms': [{'start_char': 8, 'form': 'Square Wave</h3', 'end_char': 23}], 'relevance': 0.2932521532230221}, {'tag_name': 'ASPECT', 'parsed_value': 'sq-wave', 'count': 1, 'forms': [{'start_char': 399, 'form': 'sq-wave', 'end_char': 406}], 'relevance': 0.2865096181144425}, {'tag_name': 'ASPECT', 'parsed_value': 'plot', 'count': 1, 'forms': [{'start_char': 433, 'form': 'plot', 'end_char': 437}], 'relevance': 0.2844296516626994}]"
Square wave! Fourier series coefficients,,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'square wave', 'count': 1, 'forms': [{'start_char': 0, 'form': 'Square wave', 'end_char': 11}], 'relevance': 1.0}, {'tag_name': 'ASPECT', 'parsed_value': 'fourier series coefficient', 'count': 1, 'forms': [{'start_char': 13, 'form': 'Fourier series coefficients', 'end_char': 40}], 'relevance': 0.4849379041802827}]"
Fourier series! square wave,,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'square wave', 'count': 1, 'forms': [{'start_char': 16, 'form': 'square wave', 'end_char': 27}], 'relevance': 1.0}, {'tag_name': 'ASPECT', 'parsed_value': 'fourier series', 'count': 1, 'forms': [{'start_char': 0, 'form': 'Fourier series', 'end_char': 14}], 'relevance': 0.7380166241141499}]"
Chapter03/art/sq-wave-50-percent ~ Plot of the square-wave signal whose &#8220;duty cycle&#8221; is 50.,,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'art', 'count': 1, 'forms': [{'start_char': 10, 'form': 'art', 'end_char': 13}], 'relevance': 0.36287786318751}, {'tag_name': 'ASPECT', 'parsed_value': 'chapter03', 'count': 1, 'forms': [{'start_char': 0, 'form': 'Chapter03', 'end_char': 9}], 'relevance': 0.3574173971808584}, {'tag_name': 'ASPECT', 'parsed_value': 'wave signal', 'count': 1, 'forms': [{'start_char': 54, 'form': 'wave signal', 'end_char': 65}], 'relevance': 0.296769016927421}, {'tag_name': 'ASPECT', 'parsed_value': 'plot', 'count': 1, 'forms': [{'start_char': 35, 'form': 'Plot', 'end_char': 39}], 'relevance': 0.2844296516626994}, {'tag_name': 'ASPECT', 'parsed_value': 'cycle&#8221', 'count': 1, 'forms': [{'start_char': 84, 'form': 'cycle&#8221', 'end_char': 95}], 'relevance': 0.26521706638861936}, {'tag_name': 'ASPECT', 'parsed_value': 'sq-wave-50-percent', 'count': 1, 'forms': [{'start_char': 14, 'form': 'sq-wave-50-percent', 'end_char': 32}], 'relevance': 0.26392907505907404}]"
"\begin{equation*}a_k =  \begin{cases}
 { \frac{1}{j\pi k} } &\;  k =  \pm 1, \pm 3, \pm 5,  \ldots\\
   0 &\;  k =  \pm 2, \pm 4, \pm 6, \ldots\\
   \frac{1}{2} &\;  k = 0
  \end{cases}\end{equation*}",,False,"[{'tag_name': 'ASPECT', 'parsed_value': '\\pm', 'count': 6, 'forms': [{'start_char': 71, 'form': '\\pm', 'end_char': 74}, {'start_char': 78, 'form': '\\pm', 'end_char': 81}, {'start_char': 85, 'form': '\\pm', 'end_char': 88}, {'start_char': 118, 'form': '\\pm', 'end_char': 121}, {'start_char': 125, 'form': '\\pm', 'end_char': 128}, {'start_char': 132, 'form': '\\pm', 'end_char': 135}], 'relevance': 0.5264488798576245}, {'tag_name': 'ASPECT', 'parsed_value': '\\frac{1}{2', 'count': 1, 'forms': [{'start_char': 152, 'form': '\\frac{1}{2', 'end_char': 162}], 'relevance': 0.4313168600853291}, {'tag_name': 'ASPECT', 'parsed_value': '\\begin{case', 'count': 1, 'forms': [{'start_char': 24, 'form': '\\begin{cases', 'end_char': 36}], 'relevance': 0.29515752000756523}, {'tag_name': 'ASPECT', 'parsed_value': '\\ldots\\\\', 'count': 2, 'forms': [{'start_char': 93, 'form': '\\ldots\\\\', 'end_char': 101}, {'start_char': 139, 'form': '\\ldots\\\\', 'end_char': 147}], 'relevance': 0.27349770810187984}, {'tag_name': 'ASPECT', 'parsed_value': '\\frac{1}{j\\pi k', 'count': 1, 'forms': [{'start_char': 42, 'form': '\\frac{1}{j\\pi k', 'end_char': 57}], 'relevance': 0.27320243604971906}]"
a_k,,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'a_k', 'count': 1, 'forms': [{'start_char': 0, 'form': 'a_k', 'end_char': 3}], 'relevance': 0.7723944280161202}]"
x(t),,False,[]
\frac{1}{2} T_0,,False,"[{'tag_name': 'ASPECT', 'parsed_value': '\\frac{1}{2', 'count': 1, 'forms': [{'start_char': 0, 'form': '\\frac{1}{2', 'end_char': 10}], 'relevance': 0.4313168600853291}]"
x(t),,False,[]
\frac{1}{2} T_0 \leq t \leq   T_0,,False,"[{'tag_name': 'ASPECT', 'parsed_value': 't_0', 'count': 1, 'forms': [{'start_char': 30, 'form': 'T_0', 'end_char': 33}], 'relevance': 0.5227241015616192}, {'tag_name': 'ASPECT', 'parsed_value': '\\frac{1}{2', 'count': 1, 'forms': [{'start_char': 0, 'form': '\\frac{1}{2', 'end_char': 10}], 'relevance': 0.4313168600853291}, {'tag_name': 'ASPECT', 'parsed_value': 't_0 \\leq t \\leq', 'count': 1, 'forms': [{'start_char': 12, 'form': 'T_0 \\leq t \\leq', 'end_char': 27}], 'relevance': 0.43075362098454556}]"
e^{-j\pi} = -1,,False,[]
a_k,,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'a_k', 'count': 1, 'forms': [{'start_char': 0, 'form': 'a_k', 'end_char': 3}], 'relevance': 0.7723944280161202}]"
k=0,,False,[]
a_0,,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'a_0', 'count': 1, 'forms': [{'start_char': 0, 'form': 'a_0', 'end_char': 3}], 'relevance': 0.3868309816447292}]"
a_k,,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'a_k', 'count': 1, 'forms': [{'start_char': 0, 'form': 'a_k', 'end_char': 3}], 'relevance': 0.7723944280161202}]"
k\neq 0,,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'k\\neq', 'count': 1, 'forms': [{'start_char': 0, 'form': 'k\\neq', 'end_char': 5}], 'relevance': 0.31277095950013756}]"
(-1)^k,,False,[]
a_k,,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'a_k', 'count': 1, 'forms': [{'start_char': 0, 'form': 'a_k', 'end_char': 3}], 'relevance': 0.7723944280161202}]"
T_0,,False,"[{'tag_name': 'ASPECT', 'parsed_value': 't_0', 'count': 1, 'forms': [{'start_char': 0, 'form': 'T_0', 'end_char': 3}], 'relevance': 0.5227241015616192}]"
k\to\infty,,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'k\\to\\infty', 'count': 1, 'forms': [{'start_char': 0, 'form': 'k\\to\\infty', 'end_char': 10}], 'relevance': 0.2801200268553405}]"
"<div class=""row clearBoth"">
									<div class=""thumbnail"">
									  <img id=""fig-sq-wave-plot"" src=""ITS_FILES/BOOK4/Chapter03/art/sq-wave-50-percent.png"" style=""max-height:100px"">
									  <div class=""caption text-center text-muted"">Plot of the square-wave signal whose &#8220;duty cycle&#8221; is 50.</div>
									</div>
								  </div>
We will derive  a formula that depends on \(k\)
  for the complex amplitudes \(a_k\).
 First of all, we substitute the definition of
\(x(t)\) into the integral <a class=""flink bkeq"" ref=""eq-Fourier-Series-analysis""><span ref=""eq-Fourier-Series-analysis"" class=""glyphicon glyphicon-option-horizontal"" aria-hidden=""true""></span></a> and
obtain
  \[
  a_k =  \frac{1}{T_0} \int_{0}^{\frac{1}{2} T_0}
   (1) e^{-j(2\pi /T_0)k t }   dt
  \]
 The upper limit becomes \(\frac{1}{2} T_0\), because the signal \(x(t)\)
is zero for \(\frac{1}{2} T_0 \leq t \leq   T_0\).
 Next, we perform the integration and simplify:
 \begin{align*}
  a_k &=  \left . \left(\frac{1}{T_0}\right) 
   \frac{e^{-j(2\pi /T_0)k t}}
     {-j(2\pi /T_0)k}   \right |_{0}^{\frac{1}{2} T_0} \\[1ex]
  &= \left(\frac{1}{T_0}\right)
   \frac{e^{-j(2\pi /T_0) k (\frac{1}{2} T_0)} - e^{-j(2\pi /T_0)k(0)}}
     {-j(2\pi /T_0)k}\\[1ex]
   &= \frac{e^{-j\pi k } - 1} {-j2\pi k}
   \end{align*}
 Since \(e^{-j\pi} = -1\), we can write the following general formula for the
Fourier Series coefficients of the square wave.
  \[
  a_k = \frac{1 - (-1)^k }{j2\pi k} 
    \;\;\;\text{for } k \neq  0
  \]
 There is one shortcoming with this formula for \(a_k\); it is not valid when
\(k=0\) because \(k\) appears in the denominator.
 Therefore, we must evaluate \(a_0\) separately using
 <a class=""flink bkeq"" ref=""eq-fourier-series-integral-dc""><span ref=""eq-fourier-series-integral-dc"" class=""glyphicon glyphicon-option-horizontal"" aria-hidden=""true""></span></a>
 \begin{equation*}
 \begin{split}
  a_0 &=  \frac{1}{T_0} \int_{0}^{\frac{1}{2} T_0}
   (1) e^{-j0 t }   dt\\
 &=  \frac{1}{T_0} \int_{0}^{\frac{1}{2} T_0}   (1)    dt
 =  \frac{1}{T_0} \left ( {\frac{1}{2} T_0} \right )  = \frac{1}{2}
 \end{split}
 \end{equation*}
The formula for \(a_k\) when \(k\neq 0\)  has a numerator that is either 0 (for
\(k\) even) or 2 (for \(k\) odd), because \((-1)^k\) alternates between
\(+1\) and \(-1\).
 Therefore,  the final answer for the Fourier
series coefficients of the square wave
 
 
 has three cases:
 <div id=""eq-FS-square-wave"" class=""bookEquation"">\begin{equation*}a_k =  \begin{cases}
 { \frac{1}{j\pi k} } &\;  k =  \pm 1, \pm 3, \pm 5,  \ldots\\
   0 &\;  k =  \pm 2, \pm 4, \pm 6, \ldots\\
   \frac{1}{2} &\;  k = 0
  \end{cases}\end{equation*}</div>
 Notice that the formula for \(a_k\) does not depend on the period, \(T_0\), but
 this is not usually the case.
 Also, the magnitude of these coefficients decreases as
\(k\to\infty\), so the high frequency terms contribute less when
synthesizing the waveform via <a class=""flink bkeq"" ref=""eq-sum-harmonics-finite""><span ref=""eq-sum-harmonics-finite"" class=""glyphicon glyphicon-option-horizontal"" aria-hidden=""true""></span></a>.",,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'square wave', 'count': 2, 'forms': [{'start_char': 1443, 'form': 'square wave', 'end_char': 1454}, {'start_char': 2426, 'form': 'square wave', 'end_char': 2437}], 'relevance': 1.0}, {'tag_name': 'ASPECT', 'parsed_value': 'a_k', 'count': 3, 'forms': [{'start_char': 708, 'form': 'a_k', 'end_char': 711}, {'start_char': 993, 'form': 'a_k', 'end_char': 996}, {'start_char': 1465, 'form': 'a_k', 'end_char': 1468}], 'relevance': 0.7723944280161202}, {'tag_name': 'ASPECT', 'parsed_value': '\\pm', 'count': 6, 'forms': [{'start_char': 2585, 'form': '\\pm', 'end_char': 2588}, {'start_char': 2592, 'form': '\\pm', 'end_char': 2595}, {'start_char': 2599, 'form': '\\pm', 'end_char': 2602}, {'start_char': 2632, 'form': '\\pm', 'end_char': 2635}, {'start_char': 2639, 'form': '\\pm', 'end_char': 2642}, {'start_char': 2646, 'form': '\\pm', 'end_char': 2649}], 'relevance': 0.5264488798576245}, {'tag_name': 'ASPECT', 'parsed_value': 't_0', 'count': 7, 'forms': [{'start_char': 751, 'form': 'T_0', 'end_char': 754}, {'start_char': 899, 'form': 'T_0', 'end_char': 902}, {'start_char': 1120, 'form': 'T_0', 'end_char': 1123}, {'start_char': 1208, 'form': 'T_0', 'end_char': 1211}, {'start_char': 1986, 'form': 'T_0', 'end_char': 1989}, {'start_char': 2059, 'form': 'T_0', 'end_char': 2062}, {'start_char': 2116, 'form': 'T_0', 'end_char': 2119}], 'relevance': 0.5227241015616192}, {'tag_name': 'ASPECT', 'parsed_value': 'fourier series coefficient', 'count': 1, 'forms': [{'start_char': 1408, 'form': 'Fourier Series coefficients', 'end_char': 1435}], 'relevance': 0.4849379041802827}, {'tag_name': 'ASPECT', 'parsed_value': 'class=""glyphicon glyphicon', 'count': 3, 'forms': [{'start_char': 610, 'form': 'class=""glyphicon glyphicon', 'end_char': 636}, {'start_char': 1826, 'form': 'class=""glyphicon glyphicon', 'end_char': 1852}, {'start_char': 3081, 'form': 'class=""glyphicon glyphicon', 'end_char': 3107}], 'relevance': 0.4747231709759135}, {'tag_name': 'ASPECT', 'parsed_value': 'class=""flink bkeq', 'count': 3, 'forms': [{'start_char': 519, 'form': 'class=""flink bkeq', 'end_char': 536}, {'start_char': 1729, 'form': 'class=""flink bkeq', 'end_char': 1746}, {'start_char': 2996, 'form': 'class=""flink bkeq', 'end_char': 3013}], 'relevance': 0.47178606254955124}, {'tag_name': 'ASPECT', 'parsed_value': '\\frac{1}{2', 'count': 4, 'forms': [{'start_char': 1196, 'form': '\\frac{1}{2', 'end_char': 1206}, {'start_char': 2104, 'form': '\\frac{1}{2', 'end_char': 2114}, {'start_char': 2133, 'form': '\\frac{1}{2', 'end_char': 2143}, {'start_char': 2666, 'form': '\\frac{1}{2', 'end_char': 2676}], 'relevance': 0.4313168600853291}, {'tag_name': 'ASPECT', 'parsed_value': 'a_0', 'count': 1, 'forms': [{'start_char': 1942, 'form': 'a_0', 'end_char': 1945}], 'relevance': 0.3868309816447292}, {'tag_name': 'ASPECT', 'parsed_value': 'finite""><span ref=""eq', 'count': 1, 'forms': [{'start_char': 3037, 'form': 'finite""><span ref=""eq', 'end_char': 3058}], 'relevance': 0.37216560976171453}]"
DC value,,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'dc value', 'count': 1, 'forms': [{'start_char': 0, 'form': 'DC value', 'end_char': 8}], 'relevance': 0.41534689685620885}]"
Square wave! DC value,,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'square wave', 'count': 1, 'forms': [{'start_char': 0, 'form': 'Square wave', 'end_char': 11}], 'relevance': 1.0}, {'tag_name': 'ASPECT', 'parsed_value': 'dc value', 'count': 1, 'forms': [{'start_char': 13, 'form': 'DC value', 'end_char': 21}], 'relevance': 0.41534689685620885}]"
Square wave! average value,,False,"[{'tag_name': 'ASPECT', 'parsed_value': 'square wave', 'count': 1, 'forms': [{'start_char': 0, 'form': 'Square wave', 'end_char': 11}], 'relevance': 1.0}, {'tag_name': 'ASPECT', 'parsed_value': 'average value', 'count': 1, 'forms': [{'start_char': 13, 'form': 'average value', 'end_char': 26}], 'relevance': 0.3499416595142684}]"
\begin{equation*}a_0  = \frac{1}{T_0} \int_{0}^{T_0}  x(t)  dt\end{equation*},,False,"[{'tag_name': 'ASPECT', 'parsed_value': '\\frac{1}{t_0', 'count': 1, 'forms': [{'start_char': 24, 'form': '\\frac{1}{T_0', 'end_char': 36}], 'relevance': 0.2988347820974957}, {'tag_name': 'ASPECT', 'parsed_value': '\\int_{0}^{t_0', 'count': 1, 'forms': [{'start_char': 38, 'form': '\\int_{0}^{T_0', 'end_char': 51}], 'relevance': 0.2733267435691351}, {'tag_name': 'ASPECT', 'parsed_value': 'dt\\end{equation', 'count': 1, 'forms': [{'start_char': 60, 'form': 'dt\\end{equation', 'end_char': 75}], 'relevance': 0.2684802456557082}]"
k=0,,False,[]
x(t),,False,[]
k=0,,False,[]
x(t),,False,[]
T_0,,False,"[{'tag_name': 'ASPECT', 'parsed_value': 't_0', 'count': 1, 'forms': [{'start_char': 0, 'form': 'T_0', 'end_char': 3}], 'relevance': 0.5227241015616192}]"
\frac{1}{2},,False,"[{'tag_name': 'ASPECT', 'parsed_value': '\\frac{1}{2', 'count': 1, 'forms': [{'start_char': 0, 'form': '\\frac{1}{2', 'end_char': 10}], 'relevance': 0.4313168600853291}]"
